date,Democrats,Republicans,Media,Public,Democratic_Supporters,Republican_Supporters,Random_Users
2013-04-06,0.001,0.001,0.013,0.014,0.007,0.009,0.008
2013-04-07,0.01,0.023,0.011,0.015,0.005,0.01,0.011
2013-04-08,0.002,0,0.001,0.018,0.003,0.008,0.009
2013-04-09,0,0,0.004,0.015,0.001,0.004,0.006
2013-04-10,0,0.001,0.023,0.014,0.002,0.007,0.009
2013-04-11,0.001,0.001,0.022,0.009,0.004,0.004,0.006
2013-04-12,0.008,0,0.001,0.014,0.005,0.005,0.011
2013-04-13,0.004,0.004,0.001,0.013,0.003,0.001,0.008
2013-04-14,0.005,0.003,0.001,0.021,0.006,0.005,0.006
2013-04-15,0.001,0,0.003,0.006,0.002,0.005,0.01
2013-04-16,0.001,0.001,0,0.008,0.002,0,0.006
2013-04-17,0,0,0.001,0.009,0.001,0.001,0.007
2013-04-18,0,0,0,0.009,0,0.002,0.006
2013-04-19,0.001,0,0.002,0.007,0.001,0,0.004
2013-04-20,0.001,0,0,0.008,0,0.001,0.008
2013-04-21,0.001,0.008,0.001,0.01,0.003,0.004,0.009
2013-04-22,0,0,0.005,0.01,0.002,0.003,0.008
2013-04-23,0.001,0,0.005,0.011,0.002,0,0.001
2013-04-24,0,0,0.005,0.014,0.001,0.004,0
2013-04-25,0.001,0,0.008,0.011,0.001,0.003,0.009
2013-04-26,0.003,0,0.007,0.017,0.005,0.006,0.004
2013-04-27,0.012,0.002,0,0.017,0.002,0.006,0.01
2013-04-28,0.001,0.007,0.01,0.017,0.003,0.002,0.01
2013-04-29,0.001,0,0.001,0.016,0.004,0.003,0.006
2013-04-30,0,0.001,0,0.014,0,0.002,0.008
2013-05-01,0,0,0.006,0.014,0.002,0.007,0.011
2013-05-02,0.001,0,0.01,0.011,0.004,0.003,0.007
2013-05-03,0,0.003,0.008,0.015,0.002,0.001,0.012
2013-05-04,0.006,0.004,0.004,0.011,0.004,0.001,0.011
2013-05-05,0.003,0.001,0.009,0.017,0.007,0.007,0.007
2013-05-06,0,0.001,0,0.012,0.006,0.002,0.009
2013-05-07,0.001,0.002,0.001,0.013,0.005,0.008,0.008
2013-05-08,0,0,0.005,0.013,0.002,0.001,0.004
2013-05-09,0.001,0,0,0.013,0.002,0.002,0.008
2013-05-10,0.001,0,0.002,0.016,0.006,0,0.01
2013-05-11,0.011,0.001,0.001,0.012,0.005,0.003,0.004
2013-05-12,0.002,0.001,0.013,0.01,0.004,0.002,0.005
2013-05-13,0.002,0,0.003,0.015,0.004,0.004,0.006
2013-05-14,0,0,0.01,0.014,0.006,0.003,0.009
2013-05-15,0,0,0.005,0.012,0.002,0.002,0.01
2013-05-16,0,0,0.003,0.014,0.003,0.001,0.01
2013-05-17,0.002,0.001,0.013,0.017,0.005,0.003,0.009
2013-05-18,0.006,0.003,0.022,0.014,0.004,0.003,0.017
2013-05-19,0.001,0.005,0.005,0.013,0.006,0.003,0.004
2013-05-20,0,0.001,0,0.014,0.002,0.001,0.008
2013-05-21,0,0,0.001,0.007,0.002,0.001,0.004
2013-05-22,0,0.006,0.002,0.01,0.004,0.002,0.01
2013-05-23,0.001,0,0.012,0.015,0.004,0.004,0.01
2013-05-24,0,0.004,0.004,0.018,0.006,0.007,0.009
2013-05-25,0.001,0.001,0.002,0.014,0.005,0.007,0.011
2013-05-26,0.005,0.002,0.014,0.015,0.003,0.008,0.01
2013-05-27,0,0,0.013,0.013,0.006,0.009,0.015
2013-05-28,0.001,0,0,0.014,0.006,0.007,0.006
2013-05-29,0.001,0.005,0.01,0.011,0.004,0.004,0.001
2013-05-30,0.001,0.002,0.002,0.014,0.003,0.003,0.009
2013-05-31,0.003,0,0.011,0.01,0.003,0.004,0.006
2013-06-01,0.001,0.001,0,0.016,0.004,0.004,0.007
2013-06-02,0.003,0.004,0.002,0.011,0.005,0.006,0.008
2013-06-03,0.001,0,0.004,0.014,0.001,0.005,0.005
2013-06-04,0,0,0.002,0.01,0.002,0.003,0.005
2013-06-05,0,0,0,0.01,0.001,0.003,0.007
2013-06-06,0,0,0.003,0.01,0,0.003,0.004
2013-06-07,0.001,0,0.008,0.011,0.004,0.003,0.006
2013-06-08,0.002,0.002,0.001,0.007,0.008,0.007,0.012
2013-06-09,0.005,0.002,0.012,0.013,0.004,0.007,0.012
2013-06-10,0,0,0.009,0.008,0.006,0.003,0.008
2013-06-11,0.001,0.001,0.001,0.014,0.004,0.003,0.013
2013-06-12,0,0,0,0.013,0.003,0,0.007
2013-06-13,0,0,0.002,0.01,0.001,0.003,0.01
2013-06-14,0.002,0.003,0.013,0.011,0.006,0.01,0.007
2013-06-15,0.002,0.003,0.013,0.011,0.008,0.012,0.011
2013-06-16,0.005,0.005,0.018,0.018,0.005,0.008,0.01
2013-06-17,0.001,0,0.001,0.014,0.006,0.006,0.01
2013-06-18,0,0,0,0.011,0.001,0.003,0.007
2013-06-19,0,0,0,0.01,0.001,0.003,0.004
2013-06-20,0.001,0,0,0.013,0.003,0.002,0.007
2013-06-21,0,0.001,0.013,0.011,0.006,0.002,0.011
2013-06-22,0.003,0.001,0.006,0.012,0.003,0.001,0.007
2013-06-23,0.002,0.002,0.002,0.014,0.008,0.005,0.012
2013-06-24,0,0.002,0.016,0.016,0.004,0,0.014
2013-06-25,0,0,0.001,0.015,0.002,0.002,0.003
2013-06-26,0,0,0.005,0.014,0.001,0.007,0.008
2013-06-27,0,0,0.004,0.015,0.002,0.001,0.008
2013-06-28,0,0,0.003,0.01,0.003,0.002,0.007
2013-06-29,0.009,0.004,0.003,0.016,0.001,0.004,0.007
2013-06-30,0.005,0.003,0,0.016,0.003,0.003,0.012
2013-07-01,0,0,0,0.014,0.003,0.002,0.006
2013-07-02,0.001,0.001,0.018,0.01,0.003,0.004,0.006
2013-07-03,0.002,0.001,0.001,0.013,0.002,0.004,0.01
2013-07-04,0.003,0.001,0.001,0.012,0.003,0.004,0.005
2013-07-05,0.003,0.001,0.001,0.01,0.003,0.004,0.014
2013-07-06,0.006,0.002,0.003,0.01,0.005,0.004,0.005
2013-07-07,0.003,0.003,0.002,0.015,0.007,0.005,0.007
2013-07-08,0.002,0,0.005,0.009,0.004,0.005,0.01
2013-07-09,0,0,0.005,0.009,0.002,0.001,0.007
2013-07-10,0,0.001,0.015,0.009,0.002,0,0.008
2013-07-11,0,0,0,0.011,0.002,0.002,0.005
2013-07-12,0.001,0.002,0.001,0.009,0.003,0.001,0.009
2013-07-13,0.003,0.003,0,0.008,0.001,0.004,0.009
2013-07-14,0.007,0.001,0,0.01,0,0.002,0.001
2013-07-15,0,0,0.013,0.012,0.001,0.009,0.008
2013-07-16,0.001,0,0.01,0.01,0.002,0.004,0.008
2013-07-17,0,0,0.004,0.009,0.003,0.002,0.014
2013-07-18,0,0,0.001,0.015,0.004,0.003,0.01
2013-07-19,0,0.001,0.011,0.013,0.001,0,0.006
2013-07-20,0.008,0.002,0.004,0.009,0.003,0.003,0.002
2013-07-21,0.004,0.001,0.008,0.015,0.001,0.002,0.002
2013-07-22,0.001,0.003,0.002,0.01,0.006,0.002,0.01
2013-07-23,0.001,0,0.011,0.009,0.001,0.004,0.007
2013-07-24,0.001,0,0.009,0.01,0.001,0.001,0.009
2013-07-25,0,0,0,0.014,0.001,0.005,0.01
2013-07-26,0.001,0.002,0,0.012,0.003,0.004,0.006
2013-07-27,0.001,0.001,0.002,0.017,0.004,0.003,0.009
2013-07-28,0.001,0.002,0.006,0.014,0.002,0.005,0.009
2013-07-29,0,0,0.003,0.017,0.005,0.007,0.01
2013-07-30,0,0.001,0.007,0.013,0.006,0.005,0.008
2013-07-31,0,0,0.001,0.014,0,0.001,0.014
2013-08-01,0.001,0,0.001,0.013,0.005,0.003,0.012
2013-08-02,0.002,0,0.008,0.018,0.003,0,0.013
2013-08-03,0.001,0.001,0.002,0.018,0.007,0.007,0.006
2013-08-04,0.002,0.003,0.019,0.015,0.009,0.006,0.008
2013-08-05,0.002,0.003,0.011,0.012,0.003,0.003,0.01
2013-08-06,0.001,0.002,0.006,0.017,0.007,0.005,0.01
2013-08-07,0.002,0.008,0.003,0.012,0.003,0.007,0.016
2013-08-08,0.001,0,0.002,0.016,0.005,0.006,0.013
2013-08-09,0.003,0,0,0.012,0.002,0.004,0.012
2013-08-10,0.007,0.001,0.002,0.015,0.003,0.005,0.013
2013-08-11,0.004,0.001,0.014,0.015,0.009,0.005,0.016
2013-08-12,0,0.002,0.017,0.015,0.006,0.007,0.012
2013-08-13,0,0.001,0,0.011,0.002,0.001,0.012
2013-08-14,0.001,0.001,0.001,0.011,0.003,0.007,0.013
2013-08-15,0.001,0,0.001,0.016,0.002,0.005,0.011
2013-08-16,0,0.002,0.015,0.016,0.007,0.005,0.01
2013-08-17,0.003,0.001,0.012,0.015,0.007,0.006,0.008
2013-08-18,0.001,0.002,0.003,0.017,0.007,0.011,0.014
2013-08-19,0,0.002,0.001,0.016,0.006,0.01,0.013
2013-08-20,0.002,0.003,0.007,0.018,0.006,0.009,0.009
2013-08-21,0.001,0.002,0.001,0.01,0.004,0.005,0.012
2013-08-22,0.003,0.001,0,0.013,0.003,0.005,0.008
2013-08-23,0,0.001,0.007,0.015,0.004,0.007,0.012
2013-08-24,0.001,0.008,0,0.012,0.002,0.005,0.012
2013-08-25,0.002,0.001,0.001,0.023,0.004,0.006,0.011
2013-08-26,0.002,0,0.001,0.016,0.005,0.004,0.011
2013-08-27,0.002,0.002,0.009,0.016,0.004,0.005,0.01
2013-08-28,0,0,0,0.013,0.003,0.005,0.012
2013-08-29,0,0,0,0.015,0.005,0.005,0.01
2013-08-30,0.001,0.001,0.001,0.015,0.006,0.005,0.011
2013-08-31,0.002,0,0.001,0.014,0.005,0.006,0.015
2013-09-01,0.002,0.004,0,0.022,0.008,0.008,0.013
2013-09-02,0.003,0.001,0.018,0.018,0.015,0.007,0.013
2013-09-03,0.001,0.001,0.024,0.021,0.01,0.005,0.008
2013-09-04,0.198,0.059,0.03,0.028,0.034,0.016,0.016
2013-09-05,0.056,0.005,0.012,0.026,0.024,0.008,0.016
2013-09-06,0.007,0.001,0.007,0.02,0.015,0.008,0.013
2013-09-07,0.003,0.006,0.02,0.011,0.007,0.01,0.007
2013-09-08,0.004,0.003,0.005,0.018,0.01,0.011,0.014
2013-09-09,0.001,0.001,0,0.014,0.007,0.005,0.008
2013-09-10,0,0,0.012,0.014,0.007,0.004,0.011
2013-09-11,0.001,0,0.007,0.013,0.006,0.003,0.007
2013-09-12,0.001,0.001,0.001,0.014,0.003,0.006,0.009
2013-09-13,0.012,0.001,0,0.016,0.007,0.007,0.011
2013-09-14,0.002,0.001,0.009,0.013,0.009,0.01,0.014
2013-09-15,0.002,0.002,0.001,0.018,0.005,0.009,0.015
2013-09-16,0,0.001,0.003,0.015,0.004,0.005,0.013
2013-09-17,0.001,0,0.004,0.019,0.004,0.007,0.011
2013-09-18,0,0.001,0.006,0.013,0,0.006,0.008
2013-09-19,0.001,0.002,0.014,0.013,0.004,0.004,0.007
2013-09-20,0.002,0,0.007,0.014,0.005,0.005,0.012
2013-09-21,0.003,0.004,0.006,0.012,0.004,0.005,0.013
2013-09-22,0.002,0.004,0.005,0.019,0.006,0.006,0.013
2013-09-23,0,0.002,0.003,0.011,0.005,0.006,0.009
2013-09-24,0.001,0.001,0.003,0.016,0.007,0.001,0.014
2013-09-25,0.001,0,0.003,0.013,0.003,0.001,0.012
2013-09-26,0.001,0.001,0.002,0.012,0.003,0.003,0.013
2013-09-27,0,0,0.002,0.014,0.003,0.002,0.009
2013-09-28,0.001,0.003,0.014,0.013,0.005,0.003,0.012
2013-09-29,0.005,0.001,0.025,0.017,0.006,0.005,0.009
2013-09-30,0,0,0.001,0.015,0.002,0.003,0.015
2013-10-01,0,0.001,0,0.009,0.002,0.002,0.011
2013-10-02,0,0,0.016,0.01,0.004,0.001,0.01
2013-10-03,0,0,0,0.012,0.001,0.001,0.01
2013-10-04,0,0,0.005,0.009,0.004,0.001,0.011
2013-10-05,0.003,0.001,0.001,0.013,0.003,0.004,0.013
2013-10-06,0.002,0.002,0.014,0.014,0.005,0.005,0.011
2013-10-07,0.001,0.001,0.008,0.015,0.004,0.003,0.007
2013-10-08,0.002,0.002,0.005,0.014,0.002,0.002,0.011
2013-10-09,0,0.002,0.006,0.011,0.002,0.003,0.01
2013-10-10,0,0.001,0.016,0.014,0.005,0.005,0.012
2013-10-11,0.001,0.001,0.019,0.015,0.002,0.003,0.014
2013-10-12,0.001,0.002,0.027,0.02,0.004,0.004,0.011
2013-10-13,0.003,0.001,0.004,0.018,0.002,0.002,0.016
2013-10-14,0.003,0,0.007,0.017,0.004,0.004,0.012
2013-10-15,0.002,0,0,0.014,0.005,0.005,0.009
2013-10-16,0.001,0.002,0.009,0.015,0.003,0.002,0.011
2013-10-17,0,0.001,0.005,0.017,0.002,0.002,0.009
2013-10-18,0.001,0.001,0.007,0.016,0.004,0.004,0.013
2013-10-19,0.002,0.003,0.013,0.02,0.004,0.008,0.012
2013-10-20,0.002,0.003,0.023,0.026,0.006,0.009,0.014
2013-10-21,0,0,0.001,0.018,0.006,0.007,0.013
2013-10-22,0.003,0,0.016,0.018,0.006,0.008,0.014
2013-10-23,0,0,0,0.016,0.006,0.01,0.012
2013-10-24,0.001,0.001,0.001,0.019,0.004,0.007,0.012
2013-10-25,0.001,0.001,0,0.017,0.004,0.007,0.014
2013-10-26,0.001,0.002,0.01,0.02,0.007,0.01,0.016
2013-10-27,0.007,0.001,0.007,0.017,0.01,0.008,0.014
2013-10-28,0.001,0.005,0.019,0.018,0.01,0.007,0.009
2013-10-29,0,0,0,0.015,0.006,0.002,0.014
2013-10-30,0,0,0.01,0.021,0.005,0.003,0.019
2013-10-31,0.001,0.002,0.009,0.027,0.011,0.009,0.022
2013-11-01,0,0.004,0.007,0.028,0.01,0.008,0.019
2013-11-02,0.001,0.003,0.018,0.028,0.007,0.007,0.015
2013-11-03,0.01,0.008,0.022,0.024,0.007,0.01,0.018
2013-11-04,0.001,0.001,0.002,0.023,0.008,0.011,0.021
2013-11-05,0.001,0.005,0.004,0.027,0.008,0.007,0.018
2013-11-06,0.001,0,0.001,0.034,0.017,0.012,0.021
2013-11-07,0.001,0.001,0.009,0.026,0.008,0.013,0.023
2013-11-08,0,0.002,0.002,0.021,0.007,0.005,0.018
2013-11-09,0.002,0.002,0.004,0.031,0.01,0.007,0.023
2013-11-10,0.003,0.001,0.003,0.027,0.011,0.009,0.017
2013-11-11,0.001,0.002,0.004,0.021,0.011,0.008,0.018
2013-11-12,0.002,0.001,0.001,0.035,0.007,0.01,0.021
2013-11-13,0,0.001,0,0.024,0.011,0.011,0.02
2013-11-14,0,0.001,0.008,0.023,0.01,0.007,0.021
2013-11-15,0.002,0,0.013,0.024,0.01,0.008,0.023
2013-11-16,0.011,0.003,0.006,0.029,0.013,0.013,0.021
2013-11-17,0.017,0.011,0.009,0.022,0.013,0.008,0.019
2013-11-18,0,0,0.018,0.027,0.012,0.014,0.017
2013-11-19,0,0,0.008,0.035,0.01,0.013,0.023
2013-11-20,0,0,0.019,0.026,0.009,0.011,0.02
2013-11-21,0.004,0.001,0.006,0.03,0.013,0.01,0.022
2013-11-22,0.002,0.006,0.014,0.021,0.01,0.013,0.022
2013-11-23,0.004,0.001,0.003,0.025,0.015,0.014,0.022
2013-11-24,0.005,0.004,0.008,0.033,0.009,0.013,0.024
2013-11-25,0,0.006,0.014,0.03,0.014,0.016,0.024
2013-11-26,0.014,0.002,0.001,0.037,0.022,0.021,0.025
2013-11-27,0.095,0.128,0.008,0.041,0.033,0.032,0.028
2013-11-28,0.094,0.036,0.042,0.05,0.041,0.04,0.033
2013-11-29,0.022,0.02,0.033,0.046,0.029,0.031,0.033
2013-11-30,0.002,0.001,0.017,0.039,0.028,0.027,0.053
2013-12-01,0.008,0.01,0.029,0.039,0.026,0.027,0.046
2013-12-02,0.007,0.004,0.027,0.049,0.028,0.027,0.039
2013-12-03,0.012,0.016,0.022,0.048,0.029,0.03,0.035
2013-12-04,0.006,0.028,0.015,0.048,0.031,0.03,0.037
2013-12-05,0.002,0.004,0.017,0.044,0.021,0.024,0.044
2013-12-06,0.006,0.005,0.013,0.041,0.024,0.023,0.037
2013-12-07,0.027,0.003,0.037,0.048,0.028,0.03,0.038
2013-12-08,0.047,0.024,0.029,0.054,0.031,0.03,0.038
2013-12-09,0.008,0.002,0.031,0.054,0.027,0.03,0.04
2013-12-10,0.001,0.001,0.035,0.052,0.022,0.029,0.033
2013-12-11,0.004,0.002,0.035,0.059,0.031,0.035,0.043
2013-12-12,0.001,0.001,0.047,0.057,0.031,0.04,0.048
2013-12-13,0.001,0.01,0.031,0.053,0.035,0.038,0.046
2013-12-14,0.04,0.011,0.046,0.059,0.044,0.041,0.047
2013-12-15,0.014,0.038,0.065,0.059,0.041,0.043,0.049
2013-12-16,0.01,0.009,0.041,0.06,0.044,0.046,0.048
2013-12-17,0.002,0.007,0.043,0.07,0.045,0.045,0.048
2013-12-18,0.003,0.005,0.049,0.068,0.045,0.039,0.055
2013-12-19,0.017,0.02,0.047,0.07,0.049,0.03,0.053
2013-12-20,0.042,0.041,0.047,0.085,0.056,0.051,0.067
2013-12-21,0.062,0.045,0.057,0.077,0.064,0.063,0.063
2013-12-22,0.122,0.066,0.073,0.08,0.068,0.057,0.078
2013-12-23,0.117,0.125,0.089,0.109,0.09,0.084,0.098
2013-12-24,0.275,0.359,0.186,0.198,0.145,0.19,0.176
2013-12-25,0.522,0.584,0.215,0.323,0.28,0.317,0.3
2013-12-26,0.154,0.213,0.112,0.14,0.127,0.128,0.128
2013-12-27,0.069,0.08,0.096,0.077,0.069,0.064,0.059
2013-12-28,0.049,0.049,0.05,0.071,0.049,0.041,0.05
2013-12-29,0.06,0.061,0.086,0.063,0.054,0.04,0.043
2013-12-30,0.084,0.113,0.078,0.083,0.068,0.054,0.058
2013-12-31,0.245,0.236,0.18,0.189,0.141,0.104,0.158
2014-01-01,0.398,0.497,0.188,0.3,0.25,0.194,0.285
2014-01-02,0.055,0.125,0.078,0.105,0.084,0.079,0.074
2014-01-03,0.022,0.02,0.041,0.06,0.039,0.04,0.04
2014-01-04,0.022,0.039,0.062,0.046,0.035,0.033,0.03
2014-01-05,0.013,0.009,0.039,0.046,0.031,0.029,0.029
2014-01-06,0.001,0.021,0.036,0.047,0.024,0.027,0.023
2014-01-07,0.005,0.018,0.012,0.035,0.02,0.022,0.021
2014-01-08,0.005,0.003,0.013,0.039,0.018,0.018,0.022
2014-01-09,0.003,0.001,0.001,0.035,0.011,0.013,0.019
2014-01-10,0.003,0,0.002,0.031,0.009,0.01,0.013
2014-01-11,0.002,0.001,0.022,0.027,0.011,0.011,0.018
2014-01-12,0.003,0.003,0.035,0.024,0.008,0.013,0.013
2014-01-13,0,0,0.001,0.026,0.012,0.016,0.016
2014-01-14,0.001,0.001,0.004,0.024,0.009,0.007,0.018
2014-01-15,0,0.001,0.004,0.024,0.007,0.007,0.007
2014-01-16,0.001,0.001,0.013,0.018,0.008,0.006,0.018
2014-01-17,0.004,0.006,0.005,0.018,0.012,0.007,0.016
2014-01-18,0.005,0.005,0.008,0.018,0.01,0.009,0.01
2014-01-19,0.006,0.005,0.001,0.019,0.007,0.008,0.007
2014-01-20,0.001,0.001,0.009,0.019,0.005,0.01,0.013
2014-01-21,0.004,0.001,0.012,0.018,0.007,0.007,0.009
2014-01-22,0,0,0.014,0.022,0.006,0.007,0.008
2014-01-23,0,0,0.016,0.018,0.006,0.007,0.009
2014-01-24,0.001,0.001,0.019,0.02,0.009,0.007,0.008
2014-01-25,0.005,0.001,0.011,0.016,0.009,0.013,0.01
2014-01-26,0.005,0.001,0.016,0.022,0.006,0.008,0.012
2014-01-27,0.001,0.001,0.01,0.028,0.007,0.005,0.01
2014-01-28,0.001,0,0.004,0.016,0.004,0.004,0.009
2014-01-29,0,0,0,0.008,0,0.001,0.005
2014-01-30,0,0,0.001,0.017,0.006,0.008,0.015
2014-01-31,0.026,0.007,0.018,0.029,0.012,0.008,0.014
2014-02-01,0.001,0.006,0.005,0.024,0.01,0.012,0.009
2014-02-02,0.002,0.002,0.005,0.013,0.007,0.008,0.009
2014-02-03,0.004,0.002,0.007,0.013,0.01,0.007,0.012
2014-02-04,0,0.001,0.004,0.016,0.007,0.007,0.011
2014-02-05,0.001,0,0.018,0.019,0.006,0.009,0.008
2014-02-06,0,0,0.009,0.018,0.003,0.007,0.014
2014-02-07,0.003,0.001,0.002,0.013,0.005,0.007,0.011
2014-02-08,0.017,0.007,0.004,0.016,0.005,0.004,0.011
2014-02-09,0.004,0.004,0.021,0.011,0.004,0.003,0.008
2014-02-10,0.001,0.001,0.017,0.014,0.005,0.004,0.01
2014-02-11,0.001,0.001,0,0.012,0.005,0.002,0.009
2014-02-12,0,0.001,0.01,0.017,0.005,0.004,0.01
2014-02-13,0.001,0.002,0,0.014,0.003,0.003,0.006
2014-02-14,0.001,0.001,0.009,0.015,0.009,0.004,0.01
2014-02-15,0.002,0.006,0,0.018,0.005,0.006,0.01
2014-02-16,0.019,0.001,0.005,0.017,0.007,0.008,0.009
2014-02-17,0,0.001,0.01,0.012,0.003,0.006,0.012
2014-02-18,0.002,0.001,0.033,0.014,0.004,0.002,0.012
2014-02-19,0.002,0,0.007,0.012,0.005,0.004,0.007
