date,Democrats,Republicans,Media,Public,Democratic_Supporters,Republican_Supporters,Random_Users
2013-07-01,0.175,0.007,0.003,0.001,0.005,0,0.002
2013-07-02,0.201,0.004,0.003,0,0.018,0,0
2013-07-03,0.25,0.001,0.01,0.005,0.018,0.001,0.012
2013-07-04,0.044,0,0,0,0.007,0.001,0.002
2013-07-05,0.073,0.001,0.002,0.001,0.008,0.001,0.019
2013-07-06,0.011,0.002,0.002,0,0,0,0.01
2013-07-07,0.011,0.003,0.031,0.029,0.034,0.011,0.03
2013-07-08,0.201,0,0.001,0.01,0.023,0.001,0.01
2013-07-09,0.138,0,0.002,0.008,0.023,0,0.011
2013-07-10,0.18,0.001,0.004,0,0.022,0,0.005
2013-07-11,0.224,0.002,0.009,0.001,0.014,0.001,0.007
2013-07-12,0.243,0.004,0.004,0,0.011,0,0.002
2013-07-13,0.017,0.005,0,0,0.002,0,0.001
2013-07-14,0.05,0.001,0.001,0.003,0.001,0,0.003
2013-07-15,0.245,0,0.002,0,0.015,0.001,0
2013-07-16,0.234,0.001,0.002,0,0.016,0,0.005
2013-07-17,0.197,0.001,0.001,0.002,0.019,0,0.003
2013-07-18,0.221,0.003,0.001,0.001,0.012,0,0.003
2013-07-19,0.276,0.002,0.001,0,0.005,0,0
2013-07-20,0.097,0.003,0,0.003,0.002,0,0
2013-07-21,0.12,0.006,0.002,0,0.006,0,0.001
2013-07-22,0.246,0.01,0,0.001,0.01,0,0.001
2013-07-23,0.238,0.012,0.009,0,0.016,0,0.004
2013-07-24,0.188,0.009,0.013,0.002,0.015,0,0.005
2013-07-25,0.242,0.004,0.006,0.003,0.019,0,0.002
2013-07-26,0.272,0.003,0,0.003,0.008,0.001,0.005
2013-07-27,0.076,0.01,0.001,0.001,0.003,0,0.007
2013-07-28,0.108,0.006,0.005,0.006,0.003,0,0.001
2013-07-29,0.2,0.001,0.003,0.002,0.009,0.001,0.008
2013-07-30,0.24,0.024,0.015,0.003,0.017,0,0
2013-07-31,0.244,0.022,0,0,0.016,0,0.003
2013-08-01,0.262,0.005,0,0,0.013,0,0
2013-08-02,0.227,0.012,0.009,0.005,0.016,0,0.004
2013-08-03,0.158,0.001,0.001,0,0.009,0,0.009
2013-08-04,0.03,0.004,0,0.001,0.007,0.001,0.001
2013-08-05,0.228,0,0.009,0,0.004,0,0.003
2013-08-06,0.227,0.002,0.002,0.003,0.016,0,0.001
2013-08-07,0.267,0.017,0.001,0.003,0.014,0,0.001
2013-08-08,0.252,0.001,0.006,0.005,0.019,0,0.003
2013-08-09,0.253,0,0.011,0,0.014,0,0.003
2013-08-10,0.078,0.016,0.003,0.003,0.001,0,0
2013-08-11,0.077,0.002,0.002,0,0.003,0,0.004
2013-08-12,0.257,0.001,0.007,0,0.018,0.002,0.004
2013-08-13,0.214,0.004,0.003,0,0.023,0,0.003
2013-08-14,0.263,0.007,0,0,0.018,0.001,0.003
2013-08-15,0.245,0.007,0,0.008,0.015,0,0.001
2013-08-16,0.214,0.004,0.019,0.002,0.016,0.002,0.002
2013-08-17,0.023,0.001,0.003,0.001,0.005,0,0.001
2013-08-18,0.112,0.016,0,0,0.002,0.001,0
2013-08-19,0.225,0.004,0.002,0,0.018,0.002,0.001
2013-08-20,0.246,0.001,0.004,0.001,0.018,0,0
2013-08-21,0.24,0.006,0.01,0,0.021,0,0.002
2013-08-22,0.252,0,0.002,0.004,0.014,0.003,0.003
2013-08-23,0.224,0.001,0.016,0.02,0.047,0.011,0.028
2013-08-24,0.098,0.005,0.008,0,0.006,0.003,0.01
2013-08-25,0.099,0.002,0.003,0.003,0.007,0.002,0
2013-08-26,0.203,0.003,0.001,0,0.008,0,0.003
2013-08-27,0.215,0.003,0.011,0.001,0.024,0,0.002
2013-08-28,0.146,0,0,0.003,0.007,0,0.003
2013-08-29,0.256,0.001,0.001,0,0.01,0,0.002
2013-08-30,0.214,0.013,0.008,0.001,0.007,0,0.002
2013-08-31,0.171,0.001,0.001,0,0.001,0,0.001
2013-09-01,0.004,0.012,0.031,0.001,0.005,0.003,0.01
2013-09-02,0.107,0.007,0.004,0.001,0.009,0,0.001
2013-09-03,0.188,0.007,0.006,0.002,0.017,0.001,0
2013-09-04,0.19,0,0.004,0.006,0.01,0.001,0.002
2013-09-05,0.223,0,0.026,0.006,0.015,0,0.006
2013-09-06,0.222,0.002,0.003,0.002,0.012,0,0.004
2013-09-07,0.126,0.004,0.001,0,0,0.001,0
2013-09-08,0.028,0.019,0.006,0.004,0.012,0.001,0.005
2013-09-09,0.17,0.003,0,0.003,0.013,0.001,0
2013-09-10,0.196,0.001,0,0,0.013,0.001,0.001
2013-09-11,0.133,0.003,0,0,0.009,0,0.001
2013-09-12,0.202,0,0.002,0.004,0.02,0.002,0.005
2013-09-13,0.269,0.001,0,0.003,0.022,0.002,0
2013-09-14,0.118,0.002,0.005,0.001,0.014,0.001,0.002
2013-09-15,0.076,0.002,0.005,0.001,0.009,0,0.002
2013-09-16,0.153,0.007,0.001,0,0.005,0,0
2013-09-17,0.201,0,0,0.001,0.009,0.001,0
2013-09-18,0.239,0.004,0.001,0.001,0.026,0.002,0.006
2013-09-19,0.215,0.002,0,0.002,0.007,0,0.001
2013-09-20,0.129,0.008,0,0.002,0.006,0,0.004
2013-09-21,0.176,0.03,0.003,0.001,0.006,0.005,0.003
2013-09-22,0.131,0.003,0,0.005,0.009,0.002,0.008
2013-09-23,0.202,0.007,0.003,0,0.025,0.005,0.01
2013-09-24,0.225,0,0,0,0.015,0,0.007
2013-09-25,0.247,0.001,0,0.006,0.021,0,0.001
2013-09-26,0.224,0,0,0.003,0.013,0.005,0.001
2013-09-27,0.171,0,0,0.009,0.02,0.001,0.004
2013-09-28,0.116,0.001,0.002,0.002,0.006,0.001,0.01
2013-09-29,0.001,0.002,0.002,0.003,0,0,0.007
2013-09-30,0.11,0,0.003,0.004,0.007,0,0.003
2013-10-01,0.107,0,0.001,0,0.002,0,0
2013-10-02,0.176,0.001,0,0.002,0.006,0,0.003
2013-10-03,0.075,0.003,0.007,0,0.002,0,0.001
2013-10-04,0.123,0.006,0,0.002,0.007,0,0
2013-10-05,0.1,0.003,0.003,0.004,0.001,0.001,0.011
2013-10-06,0.073,0.001,0.001,0.003,0.006,0,0
2013-10-07,0.103,0.003,0.001,0.002,0.011,0,0.001
2013-10-08,0.083,0.003,0.002,0,0.009,0,0.002
2013-10-09,0.127,0.002,0.001,0.004,0.009,0,0.002
2013-10-10,0.13,0.001,0,0,0.011,0,0
2013-10-11,0.158,0.001,0.002,0.001,0.012,0,0.009
2013-10-12,0.062,0.002,0.002,0.021,0.006,0.004,0.004
2013-10-13,0.07,0.004,0.008,0,0.004,0,0.005
2013-10-14,0.115,0.001,0,0,0.007,0,0.015
2013-10-15,0.124,0.003,0.003,0.001,0.008,0,0
2013-10-16,0.145,0,0,0,0.013,0,0.001
2013-10-17,0.171,0.001,0.006,0.001,0.007,0,0.004
2013-10-18,0.229,0.009,0.001,0.001,0.012,0,0
2013-10-19,0.009,0.005,0,0.003,0.004,0.004,0.009
2013-10-20,0.054,0.006,0.001,0.001,0.014,0.001,0.007
2013-10-21,0.229,0.015,0,0.005,0.007,0,0.001
2013-10-22,0.263,0.002,0,0,0.013,0,0.002
2013-10-23,0.193,0,0.005,0.002,0.015,0,0.001
2013-10-24,0.265,0.007,0,0.004,0.015,0,0.012
2013-10-25,0.238,0,0.012,0,0.008,0,0.003
